user_id,browsing_time,pages_viewed,cart_additions,purchase_count,total_spending,average_order_value,discount_usage_count,discount_ratio,return_count,days_since_last_purchase,session_count,user_type,discount_missing,return_missing,conversion_rate,cart_to_purchase_rate,spending_per_session,discount_dependency,return_rate,pca_1,pca_2,cluster,is_anomaly,anomaly_score,is_anomaly_without_missingness,anomaly_score_without_missingness,anomaly_category,anomaly_type,anomaly_evidence,suggested_action
U00884,76.23,72,8,4,459.39,102.78,11.0,0.591,0.0,10,4,promotion_abuse_like,0,0,0.05555555555555555,0.5,114.8475,2.75,0.0,0.9783515668549922,1.538717570855352,0,0,-0.02769,0,-0.02958,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00762,65.68,84,9,9,3282.87,360.77,3.0,0.07,0.0,13,10,high_value,0,0,0.10714285714285714,1.0,328.287,0.3333333333333333,0.0,7.240495453681286,3.1125101567139515,3,1,0.04281,1,0.0345,high_value_anomaly,high_value_anomaly,high total_spending; high purchase_count; low return_rate,"Review for retention, VIP analysis, and personalized recommendation opportunities."
U00320,65.17,33,5,3,274.69,101.29,,0.147,0.0,20,7,normal,1,0,0.09090909090909091,0.6,39.24142857142857,0.0,0.0,1.0662759726519055,-0.6557303934635219,0,0,-0.11205,0,-0.15938,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00550,60.98,47,4,1,139.54,128.33,1.0,0.091,0.0,37,4,normal,0,0,0.02127659574468085,0.25,34.885,1.0,0.0,-0.3737646820158704,-1.1120740156365103,1,0,-0.16376,0,-0.16275,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00175,80.6,38,8,0,0.0,119.22,2.0,0.033,0.0,6,4,normal,0,0,0.0,0.0,0.0,2.0,0.0,-1.1865823239398763,-1.0942713256138175,1,0,-0.1509,0,-0.14563,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00372,16.19,32,5,0,0.0,142.2,1.0,0.273,0.0,19,3,normal,0,0,0.0,0.0,0.0,1.0,0.0,-0.9243994457649587,-1.6385205899864572,1,0,-0.1571,0,-0.15376,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00528,38.38,44,5,1,135.79,138.17,1.0,0.054,0.0,7,2,normal,0,0,0.022727272727272728,0.2,67.895,1.0,0.0,0.16453079399727544,-1.4513969882792572,1,0,-0.14144,0,-0.135,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00211,73.46,33,8,1,105.64,116.85,1.0,0.191,0.0,24,7,normal,0,0,0.030303030303030304,0.125,15.09142857142857,1.0,0.0,-0.6300619043423541,-0.6570021720637145,1,0,-0.16347,0,-0.17111,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00236,32.9,43,5,1,85.18,77.07,2.0,0.149,,57,8,normal,0,1,0.023255813953488372,0.2,10.6475,2.0,0.0,-1.0251928211934072,-1.0253148903791274,1,0,-0.10204,0,-0.14854,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00102,55.71,38,9,0,0.0,146.57,1.0,0.168,0.0,44,7,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.3460004658572275,-0.7403354070263745,1,0,-0.16423,0,-0.16862,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00987,236.51,282,8,0,0.0,96.68,2.0,0.07,0.0,78,46,high_activity_anomaly,0,0,0.0,0.0,0.0,2.0,0.0,-4.013903407118391,4.731393382473072,2,0,-0.00325,0,-0.00199,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00903,45.4,68,7,0,0.0,87.87,9.0,0.539,0.0,11,1,promotion_abuse_like,0,0,0.0,0.0,0.0,9.0,0.0,-2.096995936812538,0.1999955627872209,1,0,-0.03078,0,-0.03666,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00948,87.55,60,11,9,729.39,77.67,7.0,0.639,,18,14,promotion_abuse_like,0,1,0.15,0.8181818181818182,52.09928571428571,0.7777777777777778,0.0,2.6195968908842833,2.4044747588337874,0,1,0.02429,1,0.02254,high_value_anomaly,mixed_anomaly,"high_value_anomaly: high total_spending, high purchase_count, low return_rate; promotion_abuse_like_anomaly: high discount_ratio, high return_rate",Prioritize for analyst review and inspect user-level behavior history in more detail.
U00347,106.43,34,4,3,438.93,167.63,0.0,0.193,0.0,48,5,normal,0,0,0.08823529411764706,0.75,87.786,0.0,0.0,1.5790296246582627,-0.16807138818194461,0,0,-0.13774,0,-0.12994,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00140,55.59,40,2,0,0.0,124.12,,0.212,0.0,39,5,normal,1,0,0.0,0.0,0.0,0.0,0.0,-1.1992983185644492,-1.4067750511318777,1,0,-0.12319,0,-0.1731,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00622,58.05,31,4,4,651.41,146.97,0.0,0.227,0.0,11,7,normal,0,0,0.12903225806451613,1.0,93.05857142857143,0.0,0.0,2.8159595655093606,-0.4002130834051706,0,0,-0.12137,0,-0.11443,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00500,46.79,37,4,3,290.66,109.0,1.0,0.07,0.0,13,7,normal,0,0,0.08108108108108109,0.75,41.52285714285715,0.3333333333333333,0.0,1.3000122525551419,-1.0209459214400776,0,0,-0.15812,0,-0.15619,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00371,55.97,45,2,1,149.84,135.54,0.0,0.176,0.0,11,5,normal,0,0,0.022222222222222223,0.5,29.968,0.0,0.0,0.18356668457834602,-1.4398272325302024,1,0,-0.16351,0,-0.16251,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00199,34.1,37,3,2,345.62,180.54,0.0,0.191,0.0,15,4,normal,0,0,0.05405405405405406,0.6666666666666666,86.405,0.0,0.0,1.4968839867586434,-1.170319200863626,0,0,-0.14657,0,-0.14097,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00688,39.03,33,6,1,158.36,141.21,2.0,0.134,0.0,51,9,normal,0,0,0.030303030303030304,0.16666666666666666,17.595555555555556,2.0,0.0,-0.6265403420272053,-0.6964986128317476,1,0,-0.15548,0,-0.15259,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00585,75.55,48,3,3,530.27,150.58,2.0,0.2,0.0,34,4,normal,0,0,0.0625,1.0,132.5675,0.6666666666666666,0.0,1.920833318190628,-0.23753535167592071,0,0,-0.13651,0,-0.11858,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00902,146.21,78,7,2,150.37,81.22,,0.66,0.0,43,12,promotion_abuse_like,1,0,0.02564102564102564,0.2857142857142857,12.530833333333334,0.0,0.0,-1.199441337848913,1.193362940479123,1,0,-0.05089,0,-0.08879,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00060,33.1,41,1,0,0.0,163.97,3.0,0.159,0.0,13,6,normal,0,0,0.0,0.0,0.0,3.0,0.0,-0.9605386418780999,-1.4817726123036137,1,0,-0.135,0,-0.1301,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00329,68.26,32,9,1,149.05,144.94,1.0,0.263,0.0,39,7,normal,0,0,0.03125,0.1111111111111111,21.292857142857144,1.0,0.0,-0.5853213068760101,-0.3588914599112694,1,0,-0.15751,0,-0.1666,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00097,47.63,28,4,2,264.64,119.75,1.0,0.263,0.0,7,6,normal,0,0,0.07142857142857142,0.5,44.10666666666666,0.5,0.0,0.8740610818352456,-1.0125622678898014,0,0,-0.16248,0,-0.1621,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00313,63.58,31,3,2,335.9,162.53,1.0,0.141,0.0,13,4,normal,0,0,0.06451612903225806,0.6666666666666666,83.975,0.5,0.0,1.4293615138921572,-0.9928633083661736,0,0,-0.15751,0,-0.15164,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00975,129.46,246,11,1,167.25,163.16,0.0,0.032,0.0,5,41,high_activity_anomaly,0,0,0.0040650406504065045,0.09090909090909091,4.079268292682927,0.0,0.0,-2.0225333624333217,3.199975389403673,2,0,-0.02838,0,-0.01048,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00300,53.3,36,3,0,0.0,169.47,,0.144,0.0,18,5,normal,1,0,0.0,0.0,0.0,0.0,0.0,-0.7756701940749546,-1.4856571733394421,1,0,-0.11578,0,-0.16658,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00278,40.85,35,3,2,236.67,124.05,1.0,0.124,0.0,48,9,normal,0,0,0.05714285714285714,0.6666666666666666,26.296666666666667,0.5,0.0,0.4645770650560963,-0.9495327976299571,0,0,-0.16038,0,-0.16386,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00925,66.1,62,3,0,0.0,31.72,8.0,0.641,0.0,13,11,promotion_abuse_like,0,0,0.0,0.0,0.0,8.0,0.0,-2.5055460033446297,0.37748450602867845,1,0,-0.0221,0,-0.02165,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00602,78.24,38,3,0,0.0,187.32,0.0,0.143,0.0,56,8,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.1237590437225493,-1.0333042606931817,1,0,-0.14941,0,-0.15259,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00440,38.03,28,2,2,174.2,81.5,0.0,0.159,0.0,42,7,normal,0,0,0.07142857142857142,1.0,24.885714285714283,0.0,0.0,0.8044836629040563,-1.40265665184488,0,0,-0.14618,0,-0.13926,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00838,150.55,123,25,2,104.84,65.89,0.0,0.241,0.0,119,17,low_conversion,0,0,0.016260162601626018,0.08,6.167058823529412,0.0,0.0,-2.6664374258636103,3.0207394815771753,2,0,-0.02871,0,-0.00897,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00571,88.95,31,6,0,0.0,90.47,1.0,0.077,,16,7,normal,0,1,0.0,0.0,0.0,1.0,0.0,-1.2899088742063505,-1.2853805237458868,1,0,-0.11675,0,-0.16038,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00880,188.77,129,16,0,0.0,109.84,2.0,0.0,,101,13,low_conversion,0,1,0.0,0.0,0.0,2.0,0.0,-2.8546105085150857,1.9905618431120056,2,0,-0.02626,0,-0.05615,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00262,47.25,39,6,2,418.99,177.47,2.0,0.032,0.0,42,4,normal,0,0,0.05128205128205128,0.3333333333333333,104.7475,1.0,0.0,0.9661547287507868,-0.5862001784498587,0,0,-0.13567,0,-0.12074,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00579,61.53,49,1,1,40.67,43.55,1.0,0.115,0.0,8,8,normal,0,0,0.02040816326530612,1.0,5.08375,1.0,0.0,-0.14261334423510022,-1.5408330618586104,0,0,-0.12031,0,-0.10321,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00024,53.36,40,3,3,466.31,153.96,0.0,0.17,0.0,29,2,normal,0,0,0.075,1.0,233.155,0.0,0.0,2.749663379451132,-0.6347801030016073,0,0,-0.11642,0,-0.08965,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00031,51.59,30,6,1,130.37,124.0,0.0,0.209,,2,8,normal,0,1,0.03333333333333333,0.16666666666666666,16.29625,0.0,0.0,-0.0889265638002583,-1.2619579471100164,1,0,-0.11294,0,-0.15692,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00618,12.1,31,4,2,200.18,106.49,2.0,0.214,0.0,34,5,normal,0,0,0.06451612903225806,0.5,40.036,1.0,0.0,0.5384624885231188,-1.1832357211839353,0,0,-0.15786,0,-0.15025,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00011,45.49,41,3,1,107.21,108.29,0.0,0.162,0.0,36,10,normal,0,0,0.024390243902439025,0.3333333333333333,10.721,0.0,0.0,-0.49064276411014435,-1.200853684033348,1,0,-0.16785,0,-0.15777,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00222,70.59,35,4,2,266.54,128.69,1.0,0.242,0.0,45,8,normal,0,0,0.05714285714285714,0.5,33.3175,0.5,0.0,0.2998240802229469,-0.5238361575853611,0,0,-0.16708,0,-0.16639,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00821,128.12,115,18,0,0.0,124.74,1.0,0.168,0.0,82,13,low_conversion,0,0,0.0,0.0,0.0,1.0,0.0,-2.5051697257192833,1.688310272666277,2,0,-0.11846,0,-0.10874,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00297,59.53,30,5,3,564.02,194.89,0.0,0.153,,41,7,normal,0,1,0.1,0.6,80.57428571428571,0.0,0.0,1.9583741131209507,-0.44873129871450573,0,0,-0.08745,0,-0.1327,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00055,41.0,33,3,2,257.17,129.87,1.0,0.282,0.0,14,6,normal,0,0,0.06060606060606061,0.6666666666666666,42.86166666666667,0.5,0.0,0.9159449444477349,-1.0450023003336626,0,0,-0.16205,0,-0.16335,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00543,75.98,56,2,0,0.0,144.39,1.0,0.048,0.0,46,4,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.2601427763048807,-1.3135029338946234,1,0,-0.15733,0,-0.14961,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00210,43.91,33,8,2,196.19,117.6,1.0,0.323,0.0,7,7,normal,0,0,0.06060606060606061,0.25,28.027142857142856,0.5,0.0,0.28381472030482346,-0.6196031036493882,1,0,-0.14405,0,-0.15808,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00605,60.03,32,0,0,0.0,170.98,0.0,0.313,0.0,10,7,normal,0,0,0.0,0.0,0.0,0.0,0.0,-0.7442463133163344,-1.5918591011947592,1,0,-0.13704,0,-0.136,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00693,65.6,48,4,1,118.44,134.18,1.0,0.135,0.0,8,5,normal,0,0,0.020833333333333332,0.25,23.688,1.0,0.0,-0.23355107561915991,-1.1408176822751814,1,0,-0.16271,0,-0.16635,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00663,69.2,31,2,1,83.48,85.46,1.0,0.294,0.0,34,5,normal,0,0,0.03225806451612903,0.5,16.696,1.0,0.0,-0.3875838179666018,-1.1878304536982236,1,0,-0.16126,0,-0.16194,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00867,191.8,110,19,0,0.0,95.16,3.0,0.192,,90,9,low_conversion,0,1,0.0,0.0,0.0,3.0,0.0,-2.9043188130142785,2.180735104670377,2,0,-0.02881,0,-0.04681,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00071,58.79,37,6,1,68.91,67.59,,0.098,0.0,17,7,normal,1,0,0.02702702702702703,0.16666666666666666,9.844285714285714,0.0,0.0,-0.6913106809235016,-1.169655164376331,1,0,-0.10838,0,-0.15932,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00544,36.34,39,0,1,121.37,114.98,0.0,0.043,0.0,57,6,normal,0,0,0.02564102564102564,0.0,20.228333333333335,0.0,0.0,-0.6562956387734062,-1.7344451079592111,1,0,-0.13487,0,-0.13313,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00108,58.06,42,3,1,65.77,68.33,0.0,0.078,0.0,39,4,normal,0,0,0.023809523809523808,0.3333333333333333,16.4425,0.0,0.0,-0.5997959783928607,-1.5820302550547303,1,0,-0.15719,0,-0.1505,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00494,45.29,38,2,2,296.25,136.08,0.0,0.183,0.0,25,10,normal,0,0,0.05263157894736842,1.0,29.625,0.0,0.0,1.0247948461903629,-1.0376114517862984,0,0,-0.14918,0,-0.14045,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00591,41.5,38,5,0,0.0,130.27,3.0,0.217,0.0,52,7,normal,0,0,0.0,0.0,0.0,3.0,0.0,-1.5722438249818764,-0.8411211447348708,1,0,-0.14923,0,-0.14772,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00742,101.57,75,11,0,0.0,221.81,2.0,0.171,0.0,7,6,high_value,0,0,0.0,0.0,0.0,2.0,0.0,-1.0196798477557112,0.12473852393217709,1,0,-0.11411,0,-0.1133,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00293,94.85,35,1,0,0.0,177.09,0.0,0.103,0.0,7,3,normal,0,0,0.0,0.0,0.0,0.0,0.0,-0.6494780327624773,-1.6976080553724213,1,0,-0.13254,0,-0.1352,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00290,60.47,36,4,3,251.62,82.02,3.0,0.176,0.0,7,3,normal,0,0,0.08333333333333333,0.75,83.87333333333333,1.0,0.0,1.399535108981644,-0.8081714221634475,0,0,-0.13307,0,-0.12697,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00653,83.28,36,6,0,0.0,122.78,0.0,0.234,0.0,30,4,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.236825498843047,-1.1263967615436705,1,0,-0.16861,0,-0.16976,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00040,44.61,29,5,0,0.0,83.73,1.0,0.2,0.0,10,3,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.172750829034911,-1.7123610585783762,1,0,-0.1607,0,-0.16102,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00590,101.31,38,5,0,0.0,101.58,0.0,0.263,0.0,28,7,normal,0,0,0.0,0.0,0.0,0.0,0.0,-1.4314416890222235,-0.9203217337847793,1,0,-0.16071,0,-0.16655,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00308,83.62,40,4,0,0.0,117.7,1.0,0.14,0.0,29,4,normal,0,0,0.0,0.0,0.0,1.0,0.0,-1.2831558063972885,-1.258729661196547,1,0,-0.17348,0,-0.17448,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00680,26.04,31,3,3,290.42,100.17,3.0,0.202,,53,7,normal,0,1,0.0967741935483871,1.0,41.48857142857143,1.0,0.0,1.375041947565497,-0.8136411881916318,0,0,-0.08154,0,-0.1117,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00067,85.71,27,1,1,151.35,152.13,0.0,0.064,0.0,26,7,normal,0,0,0.037037037037037035,1.0,21.62142857142857,0.0,0.0,0.6959578001415669,-1.3707285513854546,0,0,-0.14086,0,-0.12699,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00276,55.56,25,3,2,289.19,139.44,0.0,0.195,0.0,59,5,normal,0,0,0.08,0.6666666666666666,57.838,0.0,0.0,0.9490747184176017,-0.9298467141095175,0,0,-0.14549,0,-0.14824,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00068,75.15,32,5,1,151.8,154.83,2.0,0.226,0.0,44,4,normal,0,0,0.03125,0.2,37.95,2.0,0.0,-0.3665218364796767,-0.6254905583246019,1,0,-0.15335,0,-0.15532,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
U00319,28.51,31,7,1,110.84,112.52,2.0,0.396,,15,6,normal,0,1,0.03225806451612903,0.14285714285714285,18.473333333333333,2.0,0.0,-0.44620210522581466,-0.8995408408754336,1,0,-0.09398,0,-0.1411,normal_or_not_flagged,not_flagged,User was not flagged as anomalous.,No anomaly-specific action suggested by this prototype.
