review_user_id,anomaly_score,anomaly_type,anomaly_evidence,suggested_action,event_count,view_count,cart_count,remove_from_cart_count,purchase_count,search_count,unique_items,active_days,price_signal_total,conversion_rate,cart_to_purchase_rate,cluster
review_user_021,0.25753,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,320,0,67,45,30,178,69,30,819.0,0.0,0.44776119402985076,1
review_user_022,0.25619,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,275,0,106,40,48,81,71,12,1049.0,0.0,0.4528301886792453,1
review_user_023,0.2557,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,312,0,99,51,42,120,88,37,480.0,0.0,0.42424242424242425,1
review_user_024,0.25436,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,509,0,183,126,10,190,131,18,393.0,0.0,0.0546448087431694,4
review_user_025,0.25397,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,264,0,92,60,27,85,75,46,1047.0,0.0,0.29347826086956524,1
review_user_026,0.25288,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,240,0,77,41,52,70,59,18,1115.0,0.0,0.6753246753246753,1
review_user_027,0.25254,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,362,0,69,41,16,236,78,20,749.0,0.0,0.2318840579710145,1
review_user_028,0.25176,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,327,0,136,58,25,108,64,19,265.0,0.0,0.18382352941176472,1
review_user_029,0.25124,low_conversion_anomaly,high view_count; low conversion_rate,"Investigate product pages, price, inventory, recommendation quality, and checkout funnel.",764,646,37,17,0,64,31,24,0.0,0.0,0.0,1
review_user_030,0.25102,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,357,0,180,69,108,0,178,16,1445.0,0.0,0.6,1
review_user_031,0.25055,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,260,128,39,22,10,61,21,37,467.0,0.078125,0.2564102564102564,1
review_user_032,0.25032,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,282,0,51,26,28,177,56,34,1338.0,0.0,0.5490196078431373,1
review_user_033,0.25003,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,259,0,76,67,15,101,55,34,943.0,0.0,0.19736842105263158,1
review_user_034,0.2491,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,311,250,20,1,27,13,16,44,1407.0,0.108,1.35,1
review_user_035,0.2485,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,405,323,38,26,10,8,24,62,742.0,0.030959752321981424,0.2631578947368421,1
review_user_036,0.247,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,391,0,112,117,11,151,104,51,563.0,0.0,0.09821428571428571,1
review_user_037,0.24639,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,289,189,29,37,5,29,63,12,282.0,0.026455026455026454,0.1724137931034483,1
review_user_038,0.2455,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,292,0,96,25,12,159,96,22,815.0,0.0,0.125,1
review_user_039,0.24539,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,482,0,139,106,6,231,97,39,438.0,0.0,0.04316546762589928,4
review_user_040,0.24393,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,313,0,124,97,20,72,108,14,434.0,0.0,0.16129032258064516,1
review_user_041,0.24306,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,341,0,107,76,13,145,78,48,566.0,0.0,0.12149532710280374,1
review_user_042,0.24304,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,243,146,38,47,4,8,46,37,334.0,0.0273972602739726,0.10526315789473684,1
review_user_043,0.24221,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,358,0,118,32,14,194,54,33,249.0,0.0,0.11864406779661017,1
review_user_044,0.24208,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,226,0,51,34,16,125,44,22,902.0,0.0,0.3137254901960784,1
review_user_045,0.24158,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,577,0,299,191,87,0,216,46,2296.0,0.0,0.2909698996655518,4
review_user_046,0.24123,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,330,0,55,14,32,229,45,54,1370.0,0.0,0.5818181818181818,1
review_user_047,0.24073,remove_from_cart_anomaly,high remove_from_cart_count,"Inspect product availability, pricing changes, and session-level shopping path.",1205,1056,17,9,1,122,16,42,64.0,0.000946969696969697,0.058823529411764705,4
review_user_048,0.24042,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,286,0,48,19,28,191,27,52,1245.0,0.0,0.5833333333333334,1
review_user_049,0.23965,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,247,0,44,22,25,156,50,18,906.0,0.0,0.5681818181818182,1
review_user_050,0.23886,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,436,0,228,124,84,0,182,38,1723.0,0.0,0.3684210526315789,4
review_user_051,0.23739,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,319,0,53,32,21,213,52,24,408.0,0.0,0.39622641509433965,1
review_user_052,0.23711,low_conversion_anomaly,high view_count; low conversion_rate,"Investigate product pages, price, inventory, recommendation quality, and checkout funnel.",4821,4695,7,7,0,112,7,127,0.0,0.0,0.0,4
review_user_053,0.23697,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,213,0,80,55,24,54,63,28,575.0,0.0,0.3,1
review_user_054,0.23672,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,509,444,15,3,16,31,7,73,631.0,0.036036036036036036,1.0666666666666667,1
review_user_055,0.23662,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,219,0,51,35,28,105,45,17,563.0,0.0,0.5490196078431373,1
review_user_056,0.23602,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,183,0,83,51,20,29,94,35,630.0,0.0,0.24096385542168675,1
review_user_057,0.23562,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,520,0,281,196,43,0,197,58,1168.0,0.0,0.15302491103202848,4
review_user_058,0.23523,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,230,0,108,84,14,24,67,31,766.0,0.0,0.12962962962962962,1
review_user_059,0.23516,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,250,0,69,77,7,97,49,21,395.0,0.0,0.10144927536231885,1
review_user_060,0.23494,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,200,0,68,37,25,70,42,32,702.0,0.0,0.36764705882352944,1
review_user_061,0.23387,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,206,0,88,6,55,57,45,14,2008.0,0.0,0.625,1
review_user_062,0.23345,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,359,0,179,116,64,0,128,52,1590.0,0.0,0.3575418994413408,1
review_user_063,0.23268,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,198,0,83,65,28,22,61,30,841.0,0.0,0.3373493975903614,1
review_user_064,0.23099,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,262,0,94,78,5,85,38,7,203.0,0.0,0.05319148936170213,1
review_user_065,0.23079,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,212,0,90,68,10,44,73,21,289.0,0.0,0.1111111111111111,1
review_user_066,0.23063,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,171,0,50,35,15,71,50,35,618.0,0.0,0.3,1
review_user_067,0.2297,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,421,0,42,27,6,346,40,28,195.0,0.0,0.14285714285714285,1
review_user_068,0.22954,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,237,0,38,11,23,165,26,23,869.0,0.0,0.6052631578947368,1
review_user_069,0.2295,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,155,0,56,21,35,43,50,18,821.0,0.0,0.625,1
review_user_070,0.22839,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,200,0,90,64,24,22,79,24,485.0,0.0,0.26666666666666666,1
review_user_071,0.22788,low_conversion_anomaly,high view_count; low conversion_rate,"Investigate product pages, price, inventory, recommendation quality, and checkout funnel.",450,0,254,179,17,0,124,24,129.0,0.0,0.06692913385826772,4
review_user_072,0.22772,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,167,0,87,28,28,24,86,30,597.0,0.0,0.3218390804597701,1
review_user_073,0.22732,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,145,0,64,31,25,25,47,27,1102.0,0.0,0.390625,1
review_user_074,0.22704,remove_from_cart_anomaly,high remove_from_cart_count,"Inspect product availability, pricing changes, and session-level shopping path.",439,300,20,7,1,111,19,6,42.0,0.0033333333333333335,0.05,1
review_user_075,0.22611,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,202,0,95,70,37,0,75,34,1844.0,0.0,0.3894736842105263,1
review_user_076,0.22545,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,179,0,60,31,26,62,47,15,366.0,0.0,0.43333333333333335,1
review_user_077,0.22517,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,133,0,39,18,41,35,34,15,1499.0,0.0,1.0512820512820513,1
review_user_078,0.22506,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,124,0,28,30,21,45,44,16,933.0,0.0,0.75,1
review_user_079,0.22407,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,178,0,60,50,11,57,44,18,574.0,0.0,0.18333333333333332,1
review_user_080,0.22311,low_conversion_anomaly,high view_count; low conversion_rate,"Investigate product pages, price, inventory, recommendation quality, and checkout funnel.",1491,1375,4,1,0,111,5,97,0.0,0.0,0.0,4
review_user_081,0.22286,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,148,0,63,47,38,0,56,5,193.0,0.0,0.6031746031746031,1
review_user_082,0.22283,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,193,0,41,29,14,109,32,18,506.0,0.0,0.34146341463414637,1
review_user_083,0.22168,low_conversion_anomaly,high view_count; low conversion_rate,"Investigate product pages, price, inventory, recommendation quality, and checkout funnel.",266,0,63,44,0,159,67,17,0.0,0.0,0.0,1
review_user_084,0.22152,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,187,0,37,18,15,117,32,35,617.0,0.0,0.40540540540540543,1
review_user_085,0.22052,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,178,0,64,47,5,62,39,21,343.0,0.0,0.078125,1
review_user_086,0.2196,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,177,0,40,40,4,93,43,16,297.0,0.0,0.1,1
review_user_087,0.2195,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,130,0,34,17,15,64,32,3,433.0,0.0,0.4411764705882353,1
review_user_088,0.21949,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,181,0,71,49,9,52,60,28,256.0,0.0,0.1267605633802817,1
review_user_089,0.21899,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,165,0,21,1,34,109,22,17,1197.0,0.0,1.619047619047619,1
review_user_090,0.21899,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,134,0,56,14,21,43,23,23,1852.0,0.0,0.375,1
review_user_091,0.21899,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,279,0,24,12,17,226,28,32,476.0,0.0,0.7083333333333334,1
review_user_092,0.21838,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,152,0,41,25,12,74,32,27,781.0,0.0,0.2926829268292683,1
review_user_093,0.21832,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,159,0,43,11,34,71,30,26,767.0,0.0,0.7906976744186046,1
review_user_094,0.21823,remove_from_cart_anomaly,high remove_from_cart_count,"Inspect product availability, pricing changes, and session-level shopping path.",295,242,23,19,3,8,25,24,44.0,0.012396694214876033,0.13043478260869565,1
review_user_095,0.21786,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,895,852,10,2,9,22,3,132,468.0,0.01056338028169014,0.9,4
review_user_096,0.21674,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,155,0,86,31,38,0,79,13,1087.0,0.0,0.4418604651162791,1
review_user_097,0.21609,high_purchase_signal_anomaly,high purchase_count; high price_signal_total,Review high-purchase and high-price-signal behavior for retention and recommendation opportunities.,149,0,41,31,10,67,25,7,566.0,0.0,0.24390243902439024,1
review_user_098,0.21606,low_conversion_anomaly,high view_count; low conversion_rate,"Investigate product pages, price, inventory, recommendation quality, and checkout funnel.",1543,1144,0,0,0,399,0,18,0.0,0.0,0.0,4
review_user_099,0.21602,low_conversion_anomaly,high view_count; low conversion_rate,"Investigate product pages, price, inventory, recommendation quality, and checkout funnel.",253,0,35,19,10,189,28,20,114.0,0.0,0.2857142857142857,1
review_user_100,0.21593,remove_from_cart_anomaly,high remove_from_cart_count,"Inspect product availability, pricing changes, and session-level shopping path.",331,264,16,7,1,43,13,22,68.0,0.003787878787878788,0.0625,1
